id,high,low,medium
62,1.0,0.0,1.0393181e-11
63,1.924321e-05,0.69661975,0.30336097
64,0.035755493,8.6909546e-05,0.96415764
65,0.08393871,8.989198e-05,0.9159714
66,0.0002043768,0.16479872,0.83499694
67,0.0012513436,0.00029136776,0.9984573
68,6.950576e-05,2.4831957e-06,0.999928
69,0.27701506,1.4900388e-05,0.72297
70,0.0150983045,9.261705e-07,0.98490083
71,0.61969256,2.2512467e-08,0.3803074
72,0.0003425185,0.20892711,0.79073036
73,0.0011336445,9.859744e-05,0.99876773
74,0.93905056,2.7997068e-13,0.060949497
75,4.149081e-08,0.9999821,1.7920125e-05
76,0.0008941895,0.14412712,0.8549787
77,3.0250625e-05,0.99993014,3.9569146e-05
78,0.023002379,0.00016446426,0.9768331
79,0.008916963,0.0044632317,0.98661983
80,0.038819697,0.00027856475,0.96090174
81,0.014321376,2.4262707e-05,0.9856544
82,0.0046128747,3.99314e-05,0.9953472
83,1.6694733e-09,0.999539,0.00046095817
84,0.28599134,3.946259e-06,0.7140047
85,0.0721958,4.347746e-05,0.92776066
86,0.1792865,5.1187228e-05,0.82066226
87,0.020127485,1.4279597e-05,0.9798583
88,0.022019219,5.0310355e-06,0.97797567
89,3.8923645e-10,0.9999577,4.2260992e-05
90,0.26730716,5.311768e-05,0.7326397
91,6.0813815e-10,0.99884295,0.0011570433
92,1.5495043e-05,0.030269736,0.9697148
93,0.00082346617,0.4615517,0.53762484
94,0.0007662829,0.023203194,0.9760306
95,0.0006179635,4.9120463e-06,0.9993772
96,0.00012662233,0.4547069,0.5451665
97,0.0038119524,1.9596235e-05,0.99616843
98,3.0354504e-06,0.99988925,0.000107752196
99,1.3699596e-08,0.9997638,0.00023623017
100,0.00040199026,0.17378403,0.825814
101,0.13511837,3.561495e-10,0.86488163
102,0.131199,5.4285974e-05,0.86874676
103,7.329974e-08,0.9991708,0.00082915806
104,0.04145771,1.2065787e-05,0.95853025
105,1.3175789e-07,0.99992526,7.461732e-05
106,0.00030623417,0.31419915,0.68549454
107,2.888005e-07,0.9999825,1.723908e-05
108,0.031231074,0.000112962254,0.96865594
109,0.003489483,1.8417257e-05,0.9964921
110,1.2755782e-05,0.003210578,0.99677664
111,0.0023409124,0.00089103746,0.9967681
112,4.98876e-08,0.99858224,0.0014177307
113,0.00030156554,0.18096887,0.8187296
114,0.92453456,0.04956256,0.025902834
115,0.0011664004,1.0202863e-05,0.99882334
116,2.0289527e-08,0.99999285,7.133229e-06
117,0.998992,1.079282e-31,0.0010079459
118,6.0920862e-05,0.110471904,0.88946724
119,7.151327e-07,0.93886775,0.061131522
120,0.00042180493,0.008982844,0.99059534
121,0.8435128,1.7435815e-12,0.15648727
122,7.591302e-05,0.8289433,0.17098077
123,1.4464322e-09,0.9971451,0.002854872
124,0.0013988689,0.998159,0.00044218433
125,0.0318468,2.0279353e-05,0.96813285
126,2.3495977e-05,0.67907196,0.32090452
127,4.8715247e-05,0.60489714,0.39505416
128,0.003813216,0.002174886,0.99401194
129,0.0002808101,0.0018249032,0.99789435
130,0.00020220892,0.36331153,0.63648623
131,3.4898363e-05,0.78950834,0.21045674
132,0.035243448,6.636398e-05,0.96469015
133,0.11946674,3.9154045e-05,0.88049406
134,4.875777e-07,0.9998666,0.00013290418
135,8.467923e-05,0.65252835,0.34738696
136,2.1711286e-09,0.99608445,0.0039155376
137,0.016910166,3.9291335e-05,0.9830505
138,0.001371504,2.4063313e-05,0.9986045
139,0.4256844,3.4162415e-05,0.5742814
140,4.6119504e-09,0.9992901,0.0007098449
141,0.86548287,1.7357268e-12,0.13451712
142,1.7781115e-08,0.99633896,0.00366101
143,0.00014308862,0.00010997184,0.999747
144,0.10530675,0.00010305795,0.8945902
145,0.0003914763,0.0010534945,0.998555
146,4.0567232e-07,3.410111e-05,0.99996555
147,0.008515272,2.8748089e-05,0.991456
148,0.040518757,5.235706e-05,0.95942885
149,0.00044123034,9.128792e-05,0.99946755
150,0.00037473152,0.40906474,0.5905605
151,1.777468e-07,0.0020624006,0.99793744
152,0.5173299,1.1721439e-06,0.48266903
153,3.8142027e-09,0.9999758,2.4252296e-05
154,1.3186485e-07,0.9834394,0.016560497
155,7.916197e-08,0.9988054,0.0011944636
156,0.12501232,2.698067e-06,0.874985
157,3.3722575e-10,0.9999883,1.16280835e-05
158,0.040387742,4.0804113e-07,0.95961183
159,0.845095,5.507124e-13,0.15490505
160,0.067622475,8.4080475e-06,0.9323691
161,0.00010299754,0.5388095,0.46108755
162,7.628717e-08,0.9766901,0.023309784
163,0.016633568,4.1786785e-05,0.98332465
164,1.3431766e-05,0.0242337,0.9757529
165,0.11388029,5.010501e-05,0.8860696
166,1.7282334e-06,0.9096379,0.090360336
167,0.22870365,6.212295e-05,0.7712342
168,0.007938064,0.0032467532,0.98881525
169,5.3048707e-06,0.0025836441,0.9974111
170,0.08862324,0.00011597547,0.91126084
171,3.058034e-07,0.99836177,0.0016378409
172,0.2346246,8.1982245e-05,0.7652934
173,1.294667e-05,0.8982735,0.10171351
174,6.204472e-05,0.5770577,0.42288026
175,0.13597813,0.000114733106,0.8639071
176,2.9796942e-07,0.9997584,0.00024116348
177,9.496183e-07,0.99997985,1.917884e-05
178,0.44186345,1.42444e-05,0.55812234
179,0.009857585,0.0043166755,0.9858257
180,0.25003257,0.2389883,0.5109792
181,0.8392576,1.1383119e-13,0.16074237
182,1.0,0.0,5.7690838e-24
183,6.2775206e-07,0.99255836,0.007441075
184,0.00010999243,0.139579,0.86031103
185,0.00036211556,0.07309617,0.9265417
186,0.011032476,5.274977e-07,0.988967
187,0.051106177,6.0889877e-05,0.9488329
188,3.0263303e-07,0.9999839,1.5702522e-05
189,5.4527252e-05,0.0032961033,0.9966493
190,0.23019055,0.00012775572,0.76968163
191,3.1457623e-09,0.9932175,0.0067824624
192,0.025183972,2.5484183e-05,0.9747906
193,0.012873932,0.0004860406,0.98664004
194,5.8601717e-07,0.999015,0.0009844444
195,4.75984e-08,0.9998467,0.00015329102
196,8.5040766e-09,0.98754466,0.012455371
197,7.281335e-08,0.96941906,0.030580861
198,0.3162292,7.188928e-05,0.6836989
199,0.00070189976,0.9991222,0.00017596685
200,9.269411e-05,0.72471136,0.27519593
201,1.1252181e-06,0.004480814,0.99551815
202,0.91655785,1.9805187e-15,0.083442114
203,0.0047106645,9.326346e-06,0.99528
204,0.19226615,0.00010766495,0.8076262
205,1.5711919e-06,0.95615417,0.043844238
206,0.15739381,3.9833845e-05,0.8425663
207,0.0295022,5.4599193e-05,0.9704432
208,4.2396636e-08,0.99857175,0.0014282281
209,1.0846646e-05,0.76566434,0.23432472
210,0.6629221,3.2179577e-09,0.3370779
211,2.676657e-10,0.9998534,0.000146557
212,7.355438e-11,0.99970263,0.0002973594
213,0.00038090884,0.0001410633,0.99947804
214,6.3931307e-06,0.009217098,0.9907765
215,1.0799849e-05,0.82001126,0.17997798
216,0.09898392,6.3954365e-05,0.9009521
217,0.0042592487,0.00012273973,0.995618
218,0.09104104,0.000110315435,0.9088487
219,0.0002521117,0.31180513,0.68794274
220,0.031227412,0.00022531726,0.9685472
221,1.6392418e-08,0.99999034,9.631548e-06
222,0.0062907804,1.4337992e-05,0.99369484
223,0.149972,7.858183e-05,0.8499494
224,0.0001258684,0.5522996,0.44757447
225,0.00012175764,0.545661,0.45421723
226,7.413169e-08,0.99871576,0.0012841832
227,0.0003861211,0.015442864,0.984171
228,1.825045e-05,0.0075396993,0.992442
229,3.3461987e-07,0.99519557,0.0048041195
230,0.003579932,0.0029385635,0.9934815
231,7.3870403e-09,0.9971456,0.0028544215
232,1.5871753e-07,0.9999614,3.848068e-05
233,2.382224e-06,0.9039395,0.096058205
234,4.2357552e-08,0.99545974,0.0045402134
235,2.514014e-08,0.9999907,9.2421815e-06
236,0.0023699906,7.4304016e-06,0.99762255
237,0.0024184866,0.013039033,0.9845425
238,3.51567e-07,0.9688146,0.031185113
239,0.6988306,4.1569853e-10,0.30116943
240,0.00035633723,0.99895096,0.0006927312
241,0.05215049,2.5583375e-05,0.94782394
242,0.9999082,0.0,9.184199e-05
243,3.3896839e-09,0.9980563,0.0019437355
244,0.00028565273,0.4252559,0.5744584
245,8.446973e-08,0.99942446,0.0005754736
246,0.09436969,0.00050555804,0.9051247
247,0.00031986434,0.5275956,0.47208455
248,2.9979034e-08,0.99997294,2.7047809e-05
249,9.466216e-07,0.8892315,0.110767536
250,0.06612685,2.3410723e-06,0.93387085
251,0.0008902962,7.736978e-05,0.9990324
252,5.217335e-05,3.7283695e-05,0.9999106
253,0.09011637,4.1262443e-05,0.9098423
254,2.6068763e-05,0.72863376,0.27134022
255,0.0003172344,0.4330205,0.56666225
256,4.5202746e-06,0.91563773,0.08435776
257,0.7114629,0.19021228,0.0983248
258,8.3556915e-07,0.99998355,1.5594336e-05
259,0.21365656,8.1608334e-05,0.78626186
260,1.0099309e-08,0.9973239,0.0026760662
261,0.00068135886,0.4840859,0.5152328
262,0.0001807193,0.33072206,0.66909724
263,0.7626017,1.2824488e-11,0.23739831
264,0.013265214,0.0019488544,0.98478585
265,3.5243237e-09,0.99346584,0.0065342146
266,1.2365893e-08,0.9999397,6.030916e-05
267,0.027380997,0.00020467732,0.9724143
268,0.00035738325,0.0003147157,0.9993279
269,0.00011723734,0.005203006,0.99467975
270,5.8345115e-09,0.9999515,4.855745e-05
271,5.0593477e-05,0.0009508423,0.9989986
272,0.9993507,5.2132763e-33,0.000649295
273,8.92923e-06,0.9220045,0.077986635
274,0.05722411,9.6103046e-05,0.9426798
275,0.14915437,5.9365513e-05,0.85078627
276,2.125311e-08,0.9952531,0.0047469526
277,3.863112e-09,0.9996215,0.0003785062
278,1.174338e-06,0.8910775,0.108921364
279,0.033956543,1.8737781e-05,0.9660247
280,0.15582652,8.688408e-05,0.84408665
281,0.76716423,2.8023425e-10,0.23283575
282,0.01863677,7.9981e-05,0.98128325
283,0.06519458,0.0001778201,0.9346276
284,1.6083022e-09,0.9957842,0.0042158
285,0.041734457,9.587199e-05,0.9581697
286,0.04672196,9.416708e-06,0.95326865
287,0.00010880007,0.0008369427,0.99905425
288,1.6182712e-08,0.98768544,0.012314618
289,5.987218e-06,0.9999132,8.081157e-05
290,0.00012042852,0.5404425,0.45943704
291,2.0220787e-07,0.99997747,2.2259184e-05
292,1.4968463e-05,0.006332844,0.9936522
293,0.0011482411,0.016002955,0.9828488
294,0.0010886554,0.04208737,0.956824
295,0.00030191214,0.24547893,0.7542192
296,0.000143925,0.53693473,0.4629213
297,7.623414e-05,0.99977463,0.00014910156
298,1.2757045e-08,0.99917537,0.0008246452
299,0.00023828042,0.20638952,0.79337215
300,5.962372e-08,0.98920536,0.010794552
301,1.7846855e-08,0.99429965,0.0057003535
302,0.0092234565,2.3718096e-06,0.9907742
303,2.5706337e-09,0.99819,0.0018100474
304,0.07282533,1.7763152e-05,0.9271569
305,0.9999132,0.0,8.683237e-05
306,9.354041e-05,0.004441583,0.99546486
307,2.900227e-09,0.99831045,0.0016894966
308,0.00011677359,1.3533055e-05,0.9998697
309,3.7976374e-06,0.841127,0.15886927
310,0.00012171759,0.0001564534,0.9997218
311,0.00033782393,0.3842173,0.61544496
312,0.004878743,2.8459246e-05,0.99509275
313,4.7530343e-06,0.0025859342,0.9974093
314,8.469064e-08,0.92848533,0.071514495
315,4.50268e-08,0.9882854,0.011714586
316,0.03760161,7.9012956e-05,0.9623194
317,0.0003622397,0.516985,0.4826527
318,0.00023743047,0.111792825,0.8879697
319,7.032228e-08,0.9997173,0.00028257314
320,2.2343509e-06,0.80158824,0.19840962
321,0.9997392,4.486577e-37,0.00026078772
322,1.0,0.0,5.19826e-21
323,0.28815302,6.867886e-05,0.71177834
324,2.0171859e-08,0.9827832,0.01721676
325,0.00010190043,0.4691558,0.53074235
326,0.00024794802,0.11053944,0.88921267
327,1.7810343e-08,0.9825869,0.017413123
328,1.6986145e-06,0.9999211,7.724536e-05
329,2.890961e-05,0.6616965,0.3382747
330,3.647449e-08,0.9996767,0.000323258
331,0.0009978863,0.98393124,0.015070781
332,3.7348284e-06,0.017391026,0.9826052
333,4.2421487e-08,0.98806494,0.011935069
334,1.2952528e-06,0.98054975,0.019449016
335,0.0026973574,1.1881124e-05,0.9972908
336,1.5782632e-06,0.9729373,0.027061105
337,0.009642848,1.4969392e-05,0.99034214
338,0.9999703,0.0,2.9622897e-05
339,0.33325016,2.5452337e-05,0.66672444
340,8.485086e-06,0.8125787,0.18741283
341,0.06227868,3.501419e-05,0.93768626
342,1.0,0.0,4.536169e-27
343,0.7590741,0.18165947,0.059266496
344,0.99999905,0.0,8.977235e-07
345,0.016630948,3.9667607e-06,0.9833651
346,2.558424e-06,0.00015903624,0.99983835
347,2.1025353e-09,0.9997497,0.00025023185
348,1.3029334e-07,0.98866254,0.011337342
349,0.06963188,5.7356003e-05,0.9303107
350,7.465564e-09,0.9998723,0.00012759859
351,4.4779313e-06,0.81207025,0.18792528
352,6.111023e-05,0.0028625582,0.9970764
353,2.2407063e-08,0.98707426,0.012925703
354,8.576122e-05,0.00120338,0.9987109
355,8.772211e-06,3.2112333e-05,0.9999591
356,0.00028524207,0.29431325,0.70540154
357,0.0007742789,0.0001793322,0.9990464
358,0.32779413,3.7975635e-05,0.6721679
359,7.973823e-05,0.960975,0.038945347
360,0.042351965,8.550543e-05,0.95756257
361,0.0005370313,3.5984755e-05,0.99942696
362,0.01726514,0.000298047,0.9824368
363,0.04654192,3.540231e-05,0.9534226
364,0.00013352389,0.070180275,0.9296862
365,0.55421674,1.810797e-06,0.44578147
366,2.4787301e-08,0.98089325,0.019106718
367,7.976141e-08,0.9993449,0.0006549986
368,5.3173797e-05,0.041615434,0.95833135
369,0.12130336,0.00010680324,0.87858987
370,0.00038500724,0.00035232626,0.99926263
371,2.6518045e-08,0.9999808,1.9224033e-05
372,0.0004384251,0.2660917,0.73346984
373,0.046850838,3.9975166e-05,0.95310926
374,0.0038530643,3.7045756e-05,0.9961099
375,0.0029757998,3.5440806e-07,0.9970239
376,0.00019966856,5.9241964e-05,0.99974114
377,0.00021997326,0.13378571,0.86599433
378,0.008225242,0.00014567039,0.9916291
379,0.00031962237,0.47517416,0.5245062
380,2.2928702e-05,0.001393706,0.99858344
381,1.1125327e-08,0.9999957,4.248532e-06
382,2.6164144e-09,0.9999335,6.6538116e-05
383,5.597404e-07,0.99999154,7.905797e-06
384,8.206478e-06,0.022707885,0.9772839
385,0.21621218,0.00014788701,0.7836399
386,0.02275805,0.00036206326,0.97687984
387,0.0001423466,0.5513283,0.4485294
388,0.00040816754,0.48461175,0.51498014
389,0.00044275535,0.376451,0.62310624
390,2.9676197e-08,0.9851045,0.014895537
391,3.6187306e-08,0.9998286,0.00017137632
392,3.2074678e-07,0.9969091,0.0030905958
393,1.0,0.0,1.5735671e-10
394,0.11278204,7.2949024e-06,0.88721067
395,9.731419e-06,0.99995494,3.523618e-05
396,2.6308746e-09,0.99309397,0.0069060256
397,0.008331199,7.0869605e-06,0.99166167
398,0.00059886836,0.023746239,0.97565496
399,3.6383816e-09,0.9999156,8.4371895e-05
400,0.00061407255,0.28379765,0.7155883
401,1.68067e-07,0.993491,0.0065088836
402,0.22484668,0.00018791572,0.77496547
403,5.540214e-05,0.98879135,0.011153327
404,0.05862973,1.4142044e-05,0.9413561
405,2.8866991e-06,0.86435467,0.13564247
406,0.029512092,3.9311417e-06,0.97048396
407,0.6766438,3.1101677e-09,0.3233562
408,0.91661006,6.6670625e-16,0.08339
409,0.9392826,7.931061e-17,0.060717355
410,0.99941134,6.8682806e-36,0.00058863993
411,9.779768e-05,0.041588936,0.9583133
412,5.3887842e-11,0.99991906,8.094556e-05
413,1.2782628e-12,0.9967435,0.003256541
414,1.0428703e-05,0.014514775,0.9854748
415,0.00043830514,0.09592396,0.9036377
416,0.4950792,2.9186656e-06,0.5049179
417,1.4219443e-05,0.8669411,0.13304466
418,0.002849622,0.018308038,0.9788423
419,7.847511e-09,0.9975285,0.0024715262
420,0.24630558,5.578912e-05,0.75363857
421,0.12967841,0.00015564056,0.870166
422,0.76671815,0.17730871,0.055973176
423,0.00042645782,0.20578654,0.793787
424,0.10790702,1.0647678e-05,0.89208233
425,1.8790162e-07,0.9929026,0.007097132
426,0.87792516,2.5343889e-15,0.122074895
427,0.008731146,5.698545e-06,0.99126315
428,4.241967e-11,0.99994326,5.6701636e-05
429,0.021058645,0.00016309398,0.97877824
430,2.8131146e-09,0.9999492,5.0791896e-05
431,6.757711e-07,0.91767985,0.0823195
432,0.15862864,0.6157963,0.22557501
433,1.0228552e-09,0.9997067,0.0002933474
434,0.15781982,0.026845647,0.8153345
435,9.613079e-09,0.99611557,0.003884388
436,0.0030594664,6.30149e-05,0.99687755
437,0.84543437,1.7549513e-13,0.15456557
438,0.032437507,0.0001543018,0.9674082
439,1.7637856e-05,0.6054223,0.39456004
440,0.0003906035,0.42750657,0.5721028
441,0.0010163347,0.32630357,0.6726801
442,0.0011404054,0.010459027,0.9884006
443,0.1233417,0.0074345283,0.86922383
444,6.4565334e-05,0.0026917097,0.99724376
445,0.000116880234,0.51622605,0.48365706
446,5.948949e-07,0.00041731593,0.9995821
447,0.99995255,0.0,4.7478377e-05
448,2.6178512e-07,0.9999645,3.528598e-05
449,0.00028176513,0.9991239,0.000594275
450,0.05289159,4.5811106e-05,0.9470626
451,9.093124e-06,0.7574588,0.24253207
452,0.022451753,1.7952692e-05,0.9775303
453,0.02176193,0.00049655366,0.97774154
454,9.0417745e-07,0.8878036,0.112195395
455,0.90468943,0.07115473,0.024155872
456,0.18154898,0.00023538723,0.81821567
457,0.05405644,6.009015e-06,0.9459375
458,0.20726812,5.7482306e-05,0.79267436
459,0.9999944,0.0,5.6593863e-06
460,1.8504528e-05,0.0012032322,0.9987783
461,1.6280087e-07,0.97913706,0.020862794
462,3.3924993e-05,0.7677418,0.2322242
463,1.0,0.0,9.693361e-10
464,0.047827113,8.0336635e-05,0.9520926
465,2.2567068e-09,0.9996412,0.00035886437
466,1.602588e-09,0.997221,0.0027789818
467,0.00038030985,0.00026237313,0.9993573
468,0.16268161,0.79176533,0.045553
469,2.613943e-09,0.9991605,0.0008394779
470,0.627801,1.0647686e-08,0.37219894
471,1.0,0.0,3.2511897e-13
472,0.0018772791,8.87114e-06,0.9981139
473,0.045627233,0.0011260047,0.9532468
474,2.321905e-09,0.9992187,0.00078127376
475,1.2809207e-05,0.99951005,0.00047711085
476,8.88067e-12,0.99988484,0.00011509975
477,0.43646076,1.8229986e-05,0.56352097
478,3.6012138e-05,0.7330981,0.266866
479,0.041337553,6.193673e-06,0.9586562
480,0.0003169242,0.4536258,0.5460573
481,4.9753726e-05,0.9992889,0.00066130713
482,0.47273785,7.5986545e-06,0.5272546
483,3.184571e-07,0.9529714,0.047028292
484,0.9999863,0.0,1.3713542e-05
485,0.00014059729,0.4625251,0.53733426
486,0.0005612808,0.000100996,0.99933773
487,5.0009156e-08,0.9793051,0.020694869
488,0.98269147,8.754587e-24,0.017308544
489,0.14574787,3.289604e-05,0.85421926
490,1.8801515e-08,0.99999535,4.5911947e-06
491,3.4403317e-06,0.99998665,9.862926e-06
492,1.9939e-08,0.9992285,0.0007714704
493,0.011234771,3.84084e-05,0.98872685
494,0.16449827,9.775798e-05,0.835404
495,5.55951e-08,0.9982742,0.0017257467
496,0.067433074,7.851688e-05,0.93248844
497,0.13310383,5.6322056e-05,0.8668399
498,0.14800663,7.0405906e-05,0.851923
499,7.688237e-05,0.046614934,0.9533082
500,3.0607926e-06,0.0015923434,0.99840456
501,0.0002799656,0.1681102,0.83160985
502,9.8880424e-05,0.6231091,0.37679204
503,4.54068e-09,0.9998863,0.000113698334
504,9.695683e-05,0.54553825,0.45436478
505,9.289621e-06,0.99996173,2.9022689e-05
506,0.4302624,1.0606506e-05,0.56972706
507,1.3034047e-06,0.9669239,0.033074863
508,0.0010798534,9.986715e-05,0.99882025
509,0.001281797,0.0029918817,0.99572635
510,5.2998107e-06,0.99614316,0.003851569
511,0.00044195942,0.5867972,0.4127609
512,0.85923666,1.6883095e-14,0.14076334
513,5.2368526e-10,0.9999945,5.44638e-06
514,5.331412e-08,0.9906578,0.009342151
515,2.2016726e-08,0.9995982,0.0004018638
516,1.1942341e-08,0.9999845,1.5548465e-05
517,0.4164171,3.354732e-05,0.5835494
518,0.75965637,2.2836677e-11,0.24034366
519,9.040414e-08,0.9639781,0.036021773
520,1.0,0.0,1.7812354e-18
521,3.633924e-07,0.9996062,0.00039348262
522,0.070777506,9.418249e-05,0.9291283
523,3.126958e-09,0.9999056,9.442516e-05
524,0.0009075645,0.5779379,0.42115453
525,0.9999995,0.0,4.953931e-07
526,0.0007273172,1.6546614e-05,0.9992561
527,0.0005387323,0.038686354,0.96077484
528,2.5076926e-07,0.9999664,3.3319542e-05
529,1.0,0.0,1.9295059e-09
530,1.19546e-07,0.99981695,0.00018300484
531,0.00081896526,0.121120304,0.87806076
532,0.0038149,1.1903879e-05,0.9961732
533,0.00044981093,0.0001546951,0.9993955
534,1.5972757e-05,0.7202463,0.27973777
535,0.2784402,8.587223e-05,0.7214739
536,0.00025347713,0.5132592,0.48648736
537,1.0,0.0,6.153195e-14
538,1.2132062e-06,0.9999722,2.664166e-05
539,0.004241387,5.522582e-05,0.9957034
540,0.0069370875,0.0039422885,0.9891206
541,7.0948295e-06,0.81737864,0.18261427
542,0.0006064287,0.001506713,0.99788684
543,5.332977e-05,0.010699146,0.9892475
544,2.0501146e-08,0.9999889,1.1088471e-05
545,0.07961285,0.0001308215,0.9202564
546,2.0200352e-05,0.9999372,4.2724158e-05
547,0.043774948,0.00011008206,0.956115
548,0.00019255411,0.6060019,0.39380562
549,3.6485748e-05,0.50406647,0.49589708
550,0.99998057,0.0,1.9376226e-05
551,5.268171e-07,0.99989784,0.00010172074
552,1.1310375e-05,0.0006623698,0.99932635
553,0.2600352,5.8451405e-05,0.7399063
554,4.303949e-09,0.99934405,0.00065588945
555,0.022729933,8.013596e-06,0.977262
556,0.00014532282,0.23372473,0.7661299
557,0.2524021,5.7904293e-05,0.74754006
558,0.9995127,9.8299216e-32,0.00048733846
559,0.00019724565,0.00036480566,0.999438
560,1.1477223e-10,0.9999175,8.249953e-05
561,0.8142757,3.667122e-12,0.18572435
562,9.1925405e-11,0.99988437,0.000115663745
563,5.851848e-08,0.99999976,2.8571097e-07
564,0.012112093,4.946241e-05,0.9878384
565,0.00012409134,0.27020726,0.7296687
566,0.0004885812,0.057135917,0.9423755
567,0.081733145,9.485888e-05,0.91817194
568,0.6547781,9.40204e-10,0.34522188
569,0.0005863116,0.027720632,0.9716931
570,0.0012358748,2.6986676e-05,0.99873716
571,7.4940153e-06,0.8591092,0.14088328
572,0.00086741376,7.9126345e-05,0.9990534
573,0.00061056035,0.00024529448,0.9991441
574,0.042339988,1.0191673e-05,0.95764977
575,1.0744843e-06,0.9999845,1.4405729e-05
576,7.6905315e-05,0.15854023,0.84138286
577,2.333968e-08,0.97193754,0.028062496
578,1.0,0.0,7.598209e-22
579,0.00021465925,0.1595059,0.84027946
580,1.8463748e-08,0.9978397,0.002160226
581,0.00026319074,0.4645163,0.5352205
582,7.2935746e-10,0.9999993,6.8901403e-07
583,2.5069912e-07,0.9947062,0.0052935285
584,6.3308165e-05,7.642426e-05,0.9998603
585,4.6924333e-06,0.00021036675,0.999785
586,0.00021974507,0.4917563,0.5080239
587,0.16026296,5.1286137e-05,0.8396857
588,4.2494883e-09,0.9999876,1.2361458e-05
589,0.99078137,1.705458e-22,0.00921858
590,0.03801847,0.0002133914,0.96176815
591,0.002038286,6.4119563e-06,0.9979553
592,0.32145402,0.00012386925,0.67842203
593,0.00010572906,0.62309635,0.3767979
594,2.8719438e-05,0.0019607889,0.9980106
595,0.00032450852,0.1094904,0.8901851
596,2.3946188e-07,0.9883228,0.011677016
597,0.00035278327,0.519293,0.48035422
598,0.05620416,5.2070733e-05,0.94374377
599,0.014921059,2.4522935e-05,0.9850544
600,0.17530307,0.00017827461,0.8245186
601,9.7096745e-06,0.009278402,0.99071187
602,1.0866944e-06,0.94581914,0.05417978
603,0.9916196,1.1805566e-20,0.00838043
604,0.29462972,1.4812996e-05,0.7053554
605,0.017641617,0.9806578,0.0017006063
606,1.2834783e-05,0.009334263,0.9906529
607,1.3856412e-05,0.7497396,0.25024658
608,9.663275e-06,0.9905759,0.009414402
609,3.767054e-06,0.89893115,0.101065084
610,0.09670504,5.0245337e-05,0.90324473
611,6.8170294e-08,0.931987,0.06801287
612,0.00048599747,0.00078622036,0.99872774
613,0.03249175,1.973088e-05,0.96748847
614,2.0958637e-07,0.9982487,0.0017511249
615,1.3635712e-08,0.9999229,7.710537e-05
616,2.5449644e-08,0.99972206,0.00027794883
617,0.19992338,0.31276536,0.4873113
618,6.7717315e-07,0.9784486,0.021550622
619,8.9774277e-10,0.99812025,0.0018797644
620,2.0935207e-05,0.99996006,1.8935547e-05
621,8.030676e-11,0.9999975,2.5565432e-06
